Date,CumulativeReturns
22-08-22,1.6962816045410525
23-08-22,1.7046997109027153
24-08-22,1.7073617889797175
25-08-22,1.6993607805229134
26-08-22,1.7028958850008575
29-08-22,1.6790383325114782
30-08-22,1.7223310997297892
01-09-22,1.7013345139007214
02-09-22,1.7010094731746184
05-09-22,1.7132632901454112
06-09-22,1.7122739610855409
07-09-22,1.7092482008059566
08-09-22,1.7261569608550538
09-09-22,1.7295124974879281
12-09-22,1.739501635318847
13-09-22,1.7524682315837512
14-09-22,1.746038254596203
15-09-22,1.7337846267401555
16-09-22,1.700175466479646
19-09-22,1.709039651853527
20-09-22,1.7278541444671027
21-09-22,1.7183595766087463
22-09-22,1.7097719410006238
23-09-22,1.6804396456195292
26-09-22,1.6502735326582079
27-09-22,1.6494103557411306
28-09-22,1.6349793702967788
29-09-22,1.6310516025088933
30-09-22,1.6578428580991007
03-10-22,1.6377676005165742
04-10-22,1.6752948681958497
06-10-22,1.6808713286354404
07-10-22,1.6792080508726828
10-10-22,1.6720652945910233
11-10-22,1.6470973747556583
12-10-22,1.6606795792792401
13-10-22,1.6500843044440177
14-10-22,1.6667021187310487
17-10-22,1.6789316902216695
18-10-22,1.6959179223384697
19-10-22,1.6983716405777878
20-10-22,1.7033855302314869
21-10-22,1.7045834082437867
24-10-22,1.7195621902482325
25-10-22,1.7123466975260566
27-10-22,1.7201634025106034
28-10-22,1.7249981025487235
31-10-22,1.7468576761801227
01-11-22,1.7597757814846826
02-11-22,1.7537094866997167
03-11-22,1.7507854439680082
04-11-22,1.7570360422252314
07-11-22,1.7653425815551536
09-11-22,1.7609007339417204
10-11-22,1.7484093869111388
11-11-22,1.7795890744125025
14-11-22,1.7775962094112003
15-11-22,1.7847971170223242
16-11-22,1.7854032540266278
17-11-22,1.7790266927413567
18-11-22,1.7755110981163973
21-11-22,1.7611867549618536
22-11-22,1.7693574817798625
23-11-22,1.7715929906976318
24-11-22,1.7926234823759912
25-11-22,1.7954020522266667
28-11-22,1.8002511482610932
29-11-22,1.8056143241210676
30-11-22,1.8192207741248216
01-12-22,1.8244723829530547
02-12-22,1.8131836495619602
05-12-22,1.8136638235382156
06-12-22,1.8080097019161758
07-12-22,1.800032938939544
08-12-22,1.8047704679422298
09-12-22,1.7938357563845977
12-12-22,1.7938891720868744
13-12-22,1.8046395801722495
14-12-22,1.8097118102701581
15-12-22,1.7859124091102425
16-12-22,1.7717627090588364
19-12-22,1.7864505453012167
20-12-22,1.7830417820808113
21-12-22,1.764983634979759
22-12-22,1.7580251821703565
23-12-22,1.726937740962494
26-12-22,1.7470904706127242
27-12-22,1.7585053561466117
28-12-22,1.7575548576779658
29-12-22,1.7641981192451306
30-12-22,1.7558868442880213
02-01-23,1.7648235769876732
03-01-23,1.7682277936956374
04-01-23,1.7498398702412947
05-01-23,1.7449133021391645
06-01-23,1.7320436877949488
09-01-23,1.7554890671214018
10-01-23,1.7373487123254587
11-01-23,1.7355592824199082
12-01-23,1.7319224603940881
13-01-23,1.741465519212789
16-01-23,1.735476885610272
17-01-23,1.7508437844122173
18-01-23,1.7617104951565206
19-01-23,1.7561340347169299
20-01-23,1.7483561603236073
23-01-23,1.7571718547371442
24-01-23,1.7571476092569722
25-01-23,1.7351956002173259
27-01-23,1.7073036376502528
30-01-23,1.711628993490012
31-01-23,1.7129092683119478
01-02-23,1.7084626850713278
02-02-23,1.7078904539163162
03-02-23,1.731520136715027
06-02-23,1.7228449904405903
07-02-23,1.7186651074818635
08-02-23,1.733231716323383
09-02-23,1.7353410730983585
10-02-23,1.7317576667748154
13-02-23,1.7234560521868258
14-02-23,1.7388712528343706
15-02-23,1.7472116980135846
16-02-23,1.7491513364273552
17-02-23,1.7402629055733017
20-02-23,1.7306035440956729
21-02-23,1.7288675298923988
22-02-23,1.7024498059886386
23-02-23,1.698274658657099
24-02-23,1.6938669060077034
27-02-23,1.686777376313575
28-02-23,1.6781702308524675
01-03-23,1.692421837566495
02-03-23,1.679911169797674
03-03-23,1.7063338184433674
06-03-23,1.7176903635330456
08-03-23,1.7218558504954653
09-03-23,1.705873154320097
10-03-23,1.6887365245803307
13-03-23,1.6636570377132252
14-03-23,1.6528920445167978
15-03-23,1.6459917430368594
16-03-23,1.6472960742242224
17-03-23,1.6583957685158723
20-03-23,1.6475676992480481
21-03-23,1.6591182081791036
22-03-23,1.6634242432806237
23-03-23,1.6561505992289836
24-03-23,1.6433635708091496
27-03-23,1.6473057345933422
28-03-23,1.644008349289932
29-03-23,1.656519017058753
31-03-23,1.6835818976727868
03-04-23,1.687296380881056
05-04-23,1.702716506270533
06-04-23,1.706799407308571
10-04-23,1.7092142949566647
11-04-23,1.718742768664313
12-04-23,1.7274808018954007
13-04-23,1.7289936820351925
17-04-23,1.7172442845208276
18-04-23,1.712715304470571
19-04-23,1.7087002151311166
20-04-23,1.7092529364331428
21-04-23,1.709214294956664
24-04-23,1.7207890493678915
25-04-23,1.723295994194741
26-04-23,1.7275971045543286
27-04-23,1.7374360338770276
28-04-23,1.751978397238375
02-05-23,1.7599939908062314
03-05-23,1.7543883601445363
04-05-23,1.7704826233516457
05-05-23,1.7523663249211292
08-05-23,1.7713166300466177
09-05-23,1.7714668385548378
10-05-23,1.7762335377796286
11-05-23,1.774478202838115
12-05-23,1.776204556672269
15-05-23,1.784355773637293
16-05-23,1.7734598926708853
17-05-23,1.7633010364787614
18-05-23,1.7582772973411969
19-05-23,1.7654007328846169
22-05-23,1.7761657260810442
23-05-23,1.7794242807932301
24-05-23,1.773353250381077
25-05-23,1.7768203540456922
26-05-23,1.7941024566664912
29-05-23,1.8037328370367605
30-05-23,1.807146524999099
31-05-23,1.7975017486325222
01-06-23,1.7929775042094531
02-06-23,1.797472578410418
05-06-23,1.803267248171558
06-06-23,1.8037667428860527
07-06-23,1.8161222774047208
08-06-23,1.8072145258124284
09-06-23,1.8003142243324899
12-06-23,1.804009197687774
13-06-23,1.8151282127176631
14-06-23,1.8189832440650324
15-06-23,1.8124077941964518
16-06-23,1.8257816388823498
19-06-23,1.8189394887318753
20-06-23,1.824879631374048
21-06-23,1.828773493312642
